transaction_id,customer_id,transaction_date,amount,transaction_type
1224,77,2024-10-10,8.11,add_on
1225,77,2024-10-28,19.99,subscription
1226,77,2024-11-27,19.99,subscription
1227,77,2024-12-11,19.3,add_on
1228,77,2024-12-27,19.99,subscription
1229,77,2025-01-26,19.99,subscription
1230,77,2025-02-25,19.99,subscription
1231,77,2025-03-27,19.99,subscription
1232,77,2025-04-26,19.99,subscription
1233,77,2025-05-26,19.99,subscription
1234,77,2025-06-11,16.24,add_on
1235,77,2025-06-25,19.99,subscription
1236,77,2025-07-25,19.99,subscription
1237,77,2025-08-24,19.99,subscription
1238,77,2025-09-23,19.99,subscription
1239,77,2025-10-23,19.99,subscription
1240,77,2025-11-22,19.99,subscription
1241,77,2025-12-22,19.99,subscription
1242,77,2026-01-21,19.99,subscription
1243,77,2026-02-20,19.99,subscription
1244,77,2026-03-08,4.06,add_on
1245,77,2026-03-22,19.99,subscription
1246,78,2025-05-25,19.99,subscription
1247,78,2025-06-24,19.99,subscription
1248,78,2025-07-24,19.99,subscription
1249,78,2025-08-23,15.99,subscription
1250,78,2025-09-22,19.99,subscription
1251,78,2025-10-22,19.99,subscription
1252,78,2025-11-21,19.99,subscription
1253,78,2025-12-21,19.99,subscription
1254,78,2026-01-20,19.99,subscription
1255,78,2026-02-19,19.99,subscription
1256,78,2026-03-21,19.99,subscription
1257,79,2024-10-10,9.99,subscription
1258,79,2024-11-09,7.99,subscription
1259,79,2024-11-29,23.43,add_on
1260,79,2024-12-09,7.99,subscription
1261,79,2025-01-08,9.99,subscription
1262,80,2024-07-21,19.99,subscription
1263,80,2024-07-28,4.25,add_on
1264,80,2024-08-20,15.99,subscription
1265,80,2024-09-19,19.99,subscription
1266,80,2024-10-19,19.99,subscription
1267,80,2024-11-18,19.99,subscription
1268,80,2024-12-18,19.99,subscription
1269,80,2025-01-17,19.99,subscription
1270,80,2025-02-16,19.99,subscription
1271,80,2025-03-18,19.99,subscription
1272,80,2025-04-17,19.99,subscription
1273,80,2025-05-17,19.99,subscription
1274,80,2025-06-16,19.99,subscription
1275,80,2025-07-16,19.99,subscription
1276,81,2024-02-09,19.99,subscription
1277,81,2024-03-10,19.99,subscription
1278,81,2024-04-09,19.99,subscription
1279,81,2024-05-09,19.99,subscription
1280,81,2024-06-08,19.99,subscription
1281,81,2024-07-08,19.99,subscription
1282,81,2024-08-07,19.99,subscription
1283,81,2024-09-06,19.99,subscription
1284,81,2024-10-06,19.99,subscription
1285,81,2024-11-05,19.99,subscription
1286,81,2024-12-05,19.99,subscription
1287,81,2025-01-04,19.99,subscription
1288,81,2025-02-03,19.99,subscription
1289,81,2025-03-05,19.99,subscription
1290,81,2025-04-04,19.99,subscription
1291,81,2025-05-04,19.99,subscription
1292,81,2025-06-03,19.99,subscription
1293,81,2025-07-03,19.99,subscription
1294,81,2025-08-02,19.99,subscription
1295,81,2025-09-01,19.99,subscription
1296,81,2025-10-01,15.99,subscription
1297,81,2025-10-31,19.99,subscription
1298,81,2025-11-30,19.99,subscription
1299,81,2025-12-30,19.99,subscription
1300,81,2026-01-12,14.94,add_on
1301,81,2026-01-29,19.99,subscription
1302,81,2026-02-28,19.99,subscription
1303,81,2026-03-30,19.99,subscription
1304,81,2026-04-02,8.44,add_on
1305,82,2025-09-10,19.99,subscription
1306,82,2025-10-10,19.99,subscription
1307,82,2025-11-09,15.99,subscription
1308,82,2025-12-09,19.99,subscription
1309,82,2026-01-08,19.99,subscription
1310,82,2026-02-07,19.99,subscription
1311,82,2026-03-09,19.99,subscription
1312,83,2024-10-17,9.99,subscription
1313,83,2024-11-16,9.99,subscription
1314,83,2024-12-16,9.99,subscription
1315,83,2025-01-15,7.99,subscription
1316,83,2025-02-14,9.99,subscription
1317,83,2025-03-16,7.99,subscription
1318,83,2025-04-15,9.99,subscription
1319,83,2025-05-15,9.99,subscription
1320,83,2025-06-14,9.99,subscription
1321,83,2025-07-14,9.99,subscription
1322,83,2025-08-13,9.99,subscription
1323,83,2025-09-12,9.99,subscription
1324,83,2025-10-12,9.99,subscription
1325,83,2025-11-11,9.99,subscription
1326,83,2025-12-11,9.99,subscription
1327,83,2026-01-10,9.99,subscription
1328,83,2026-01-13,22.58,add_on
1329,83,2026-02-09,9.99,subscription
1330,83,2026-03-11,9.99,subscription
1331,84,2025-01-16,34.99,subscription
1332,84,2025-02-15,34.99,subscription
1333,84,2025-02-27,10.23,add_on
1334,84,2025-03-17,34.99,subscription
1335,84,2025-04-16,34.99,subscription
1336,84,2025-05-16,34.99,subscription
1337,84,2025-06-15,34.99,subscription
1338,84,2025-07-15,34.99,subscription
1339,84,2025-07-26,13.88,add_on
1340,84,2025-08-14,34.99,subscription
1341,84,2025-09-13,34.99,subscription
1342,84,2025-10-13,34.99,subscription
1343,84,2025-11-12,34.99,subscription
1344,84,2025-12-12,34.99,subscription
1345,84,2026-01-11,34.99,subscription
1346,84,2026-02-10,34.99,subscription
1347,84,2026-03-12,34.99,subscription
1348,85,2025-05-11,27.99,subscription
1349,85,2025-06-10,34.99,subscription
1350,85,2025-06-20,11.23,add_on
1351,85,2025-07-10,34.99,subscription
1352,85,2025-08-09,34.99,subscription
1353,85,2025-09-08,34.99,subscription
1354,85,2025-10-08,34.99,subscription
1355,85,2025-11-07,34.99,subscription
1356,86,2024-02-21,34.99,subscription
1357,86,2024-03-22,34.99,subscription
1358,86,2024-04-21,34.99,subscription
1359,86,2024-05-21,34.99,subscription
1360,86,2024-06-20,27.99,subscription
1361,86,2024-07-20,34.99,subscription
1362,86,2024-08-19,34.99,subscription
1363,86,2024-09-18,34.99,subscription
1364,86,2024-10-18,34.99,subscription
1365,86,2024-11-17,34.99,subscription
1366,86,2024-12-17,34.99,subscription
1367,86,2025-01-16,34.99,subscription
1368,86,2025-02-15,34.99,subscription
1369,86,2025-03-17,34.99,subscription
1370,86,2025-04-16,34.99,subscription
1371,86,2025-05-16,27.99,subscription
1372,86,2025-06-15,34.99,subscription
1373,86,2025-07-15,34.99,subscription
1374,86,2025-08-14,34.99,subscription
1375,86,2025-09-13,34.99,subscription
1376,86,2025-10-13,34.99,subscription
1377,86,2025-11-12,34.99,subscription
1378,86,2025-12-12,34.99,subscription
1379,86,2026-01-11,34.99,subscription
1380,86,2026-02-10,34.99,subscription
1381,86,2026-02-26,4.59,add_on
1382,86,2026-03-12,34.99,subscription
1383,87,2025-06-21,9.99,subscription
1384,87,2025-07-21,9.99,subscription
1385,87,2025-08-20,7.99,subscription
1386,87,2025-09-19,9.99,subscription
1387,87,2025-10-19,9.99,subscription
1388,87,2025-11-04,24.16,add_on
1389,87,2025-11-18,9.99,subscription
1390,87,2025-12-18,9.99,subscription
1391,87,2026-01-17,9.99,subscription
1392,87,2026-02-16,9.99,subscription
1393,87,2026-03-18,9.99,subscription
1394,88,2025-02-24,9.99,subscription
1395,88,2025-03-26,7.99,subscription
1396,88,2025-04-25,9.99,subscription
1397,88,2025-05-25,9.99,subscription
1398,88,2025-06-13,21.8,add_on
1399,88,2025-06-24,9.99,subscription
1400,88,2025-07-24,9.99,subscription
1401,88,2025-08-07,12.74,add_on
1402,88,2025-08-23,9.99,subscription
1403,88,2025-09-22,9.99,subscription
1404,88,2025-10-22,9.99,subscription
1405,89,2024-01-12,19.99,subscription
1406,89,2024-02-11,19.99,subscription
1407,89,2024-03-12,19.99,subscription
1408,89,2024-03-31,18.29,add_on
1409,89,2024-04-11,19.99,subscription
1410,89,2024-05-11,19.99,subscription
1411,90,2024-03-15,34.99,subscription
1412,90,2024-04-14,34.99,subscription
1413,90,2024-04-26,21.52,add_on
1414,90,2024-05-14,34.99,subscription
1415,90,2024-06-13,34.99,subscription
1416,90,2024-07-13,34.99,subscription
1417,90,2024-08-12,34.99,subscription
1418,90,2024-09-11,34.99,subscription
1419,90,2024-10-11,34.99,subscription
1420,90,2024-11-10,34.99,subscription
1421,90,2024-11-14,18.07,add_on
1422,90,2024-12-10,34.99,subscription
1423,90,2025-01-09,34.99,subscription
1424,90,2025-02-08,34.99,subscription
1425,90,2025-03-10,34.99,subscription
1426,91,2025-02-21,19.99,subscription
1427,91,2025-03-23,15.99,subscription
1428,91,2025-04-22,19.99,subscription
1429,91,2025-05-22,19.99,subscription
1430,91,2025-06-21,19.99,subscription
1431,91,2025-07-21,19.99,subscription
1432,91,2025-08-20,19.99,subscription
1433,91,2025-09-19,19.99,subscription
1434,91,2025-10-19,19.99,subscription
1435,92,2025-01-21,34.99,subscription
1436,92,2025-02-20,34.99,subscription
1437,92,2025-03-22,34.99,subscription
1438,92,2025-04-21,34.99,subscription
1439,92,2025-05-21,34.99,subscription
1440,92,2025-06-20,34.99,subscription
1441,92,2025-06-27,17.98,add_on
1442,92,2025-07-20,34.99,subscription
1443,92,2025-08-19,34.99,subscription
1444,92,2025-09-18,34.99,subscription
1445,92,2025-10-18,34.99,subscription
1446,92,2025-11-17,34.99,subscription
1447,92,2025-12-17,34.99,subscription
1448,92,2026-01-16,34.99,subscription
1449,92,2026-02-15,34.99,subscription
1450,92,2026-03-17,34.99,subscription
1451,93,2024-06-07,27.99,subscription
1452,93,2024-07-07,34.99,subscription
1453,93,2024-08-06,34.99,subscription
1454,93,2024-09-05,34.99,subscription
1455,93,2024-10-05,34.99,subscription
1456,93,2024-11-04,34.99,subscription
1457,93,2024-12-04,34.99,subscription
1458,94,2025-07-15,19.99,subscription
1459,94,2025-08-14,19.99,subscription
1460,94,2025-09-13,19.99,subscription
1461,94,2025-10-13,19.99,subscription
1462,94,2025-11-12,19.99,subscription
1463,94,2025-12-12,19.99,subscription
1464,94,2026-01-11,19.99,subscription
1465,94,2026-02-10,19.99,subscription
1466,94,2026-03-12,19.99,subscription
1467,95,2025-07-20,27.99,subscription
1468,95,2025-08-19,34.99,subscription
1469,95,2025-09-18,34.99,subscription
1470,95,2025-10-18,34.99,subscription
1471,95,2025-11-17,34.99,subscription
1472,96,2025-06-11,19.99,subscription
1473,96,2025-07-11,19.99,subscription
1474,96,2025-08-10,19.99,subscription
1475,96,2025-09-09,19.99,subscription
1476,96,2025-09-19,14.81,add_on
1477,96,2025-10-09,19.99,subscription
1478,96,2025-11-08,19.99,subscription
1479,96,2025-12-08,19.99,subscription
1480,96,2026-01-07,19.99,subscription
1481,96,2026-02-06,19.99,subscription
1482,96,2026-03-08,19.99,subscription
1483,97,2025-09-17,19.99,subscription
1484,97,2025-10-17,19.99,subscription
1485,97,2025-11-01,22.71,add_on
1486,97,2025-11-16,19.99,subscription
1487,97,2025-12-16,19.99,subscription
1488,97,2026-01-15,19.99,subscription
1489,97,2026-02-14,19.99,subscription
1490,97,2026-03-16,15.99,subscription
1491,98,2024-01-13,9.99,subscription
1492,98,2024-02-12,9.99,subscription
1493,98,2024-03-13,9.99,subscription
1494,98,2024-03-22,16.09,add_on
1495,98,2024-04-12,7.99,subscription
1496,98,2024-05-12,9.99,subscription
1497,98,2024-06-11,9.99,subscription
1498,98,2024-07-11,9.99,subscription
1499,98,2024-08-10,9.99,subscription
1500,98,2024-09-09,7.99,subscription
1501,98,2024-10-09,9.99,subscription
1502,98,2024-11-08,7.99,subscription
1503,98,2024-12-08,9.99,subscription
1504,98,2025-01-07,9.99,subscription
1505,98,2025-02-06,9.99,subscription
1506,98,2025-03-08,9.99,subscription
1507,98,2025-03-24,14.31,add_on
1508,98,2025-04-07,9.99,subscription
1509,98,2025-05-07,9.99,subscription
1510,98,2025-06-06,9.99,subscription
1511,98,2025-07-06,9.99,subscription
1512,98,2025-08-05,9.99,subscription
1513,98,2025-09-04,9.99,subscription
1514,98,2025-10-04,9.99,subscription
1515,98,2025-11-03,9.99,subscription
1516,98,2025-12-03,7.99,subscription
1517,98,2026-01-02,9.99,subscription
1518,98,2026-02-01,9.99,subscription
1519,98,2026-03-03,9.99,subscription
1520,99,2024-09-17,9.99,subscription
1521,99,2024-10-17,9.99,subscription
1522,99,2024-11-16,9.99,subscription
1523,99,2024-12-16,9.99,subscription
1524,99,2025-01-15,9.99,subscription
1525,99,2025-02-14,9.99,subscription
1526,99,2025-03-16,9.99,subscription
1527,99,2025-04-15,7.99,subscription
1528,99,2025-05-15,9.99,subscription
1529,99,2025-06-14,9.99,subscription
1530,99,2025-07-14,9.99,subscription
1531,99,2025-08-13,9.99,subscription
1532,99,2025-09-12,9.99,subscription
1533,99,2025-10-12,9.99,subscription
1534,99,2025-11-11,9.99,subscription
1535,99,2025-12-11,9.99,subscription
1536,99,2026-01-10,9.99,subscription
1537,99,2026-01-16,13.95,add_on
1538,99,2026-02-09,9.99,subscription
1539,99,2026-03-11,9.99,subscription
1540,100,2025-06-19,9.99,subscription
1541,100,2025-07-19,9.99,subscription
1542,100,2025-08-18,9.99,subscription
1543,100,2025-09-17,9.99,subscription
1544,100,2025-10-17,9.99,subscription
1545,100,2025-11-16,9.99,subscription
1546,100,2025-12-16,9.99,subscription
1547,100,2026-01-15,9.99,subscription
1548,100,2026-02-14,9.99,subscription
1549,100,2026-03-16,9.99,subscription
1550,101,2024-04-07,34.99,subscription
1551,101,2024-04-17,5.9,add_on
1552,101,2024-05-07,34.99,subscription
1553,101,2024-06-06,34.99,subscription
1554,101,2024-06-13,11.43,add_on
1555,101,2024-07-06,34.99,subscription
1556,101,2024-08-05,27.99,subscription
1557,101,2024-08-22,16.76,add_on
1558,101,2024-09-04,34.99,subscription
1559,101,2024-10-04,34.99,subscription
1560,101,2024-11-03,34.99,subscription
1561,101,2024-12-03,27.99,subscription
1562,101,2025-01-02,34.99,subscription
1563,101,2025-02-01,34.99,subscription
1564,101,2025-03-03,34.99,subscription
1565,101,2025-04-02,34.99,subscription
1566,101,2025-05-02,34.99,subscription
1567,101,2025-06-01,27.99,subscription
1568,101,2025-07-01,34.99,subscription
1569,101,2025-07-31,34.99,subscription
1570,101,2025-08-30,34.99,subscription
1571,101,2025-09-29,34.99,subscription
1572,101,2025-10-29,34.99,subscription
1573,101,2025-11-28,34.99,subscription
1574,101,2025-12-05,17.0,add_on
1575,101,2025-12-28,34.99,subscription
1576,101,2026-01-27,34.99,subscription
1577,101,2026-02-26,27.99,subscription
1578,101,2026-03-28,34.99,subscription
1579,102,2025-06-24,9.99,subscription
1580,102,2025-07-24,9.99,subscription
1581,102,2025-08-23,9.99,subscription
1582,102,2025-09-22,9.99,subscription
1583,102,2025-10-22,9.99,subscription
1584,102,2025-11-21,9.99,subscription
1585,102,2025-12-21,9.99,subscription
1586,102,2026-01-20,9.99,subscription
1587,102,2026-02-19,7.99,subscription
1588,102,2026-03-21,9.99,subscription
1589,103,2024-06-07,9.99,subscription
1590,103,2024-07-07,9.99,subscription
1591,103,2024-08-06,9.99,subscription
1592,103,2024-09-05,9.99,subscription
1593,103,2024-10-05,7.99,subscription
1594,103,2024-11-04,9.99,subscription
1595,103,2024-12-04,9.99,subscription
1596,103,2025-01-03,9.99,subscription
1597,103,2025-02-02,9.99,subscription
1598,103,2025-03-04,9.99,subscription
1599,103,2025-04-03,9.99,subscription
1600,103,2025-05-03,9.99,subscription
1601,103,2025-05-05,6.35,add_on
1602,103,2025-06-02,9.99,subscription
1603,103,2025-07-02,7.99,subscription
1604,103,2025-08-01,9.99,subscription
1605,103,2025-08-31,9.99,subscription
1606,103,2025-09-30,7.99,subscription
1607,103,2025-10-30,9.99,subscription
1608,103,2025-11-29,9.99,subscription
1609,103,2025-12-29,9.99,subscription
1610,103,2026-01-28,9.99,subscription
1611,103,2026-02-27,9.99,subscription
1612,103,2026-03-29,9.99,subscription
1613,104,2024-01-31,19.99,subscription
1614,104,2024-03-01,19.99,subscription
1615,104,2024-03-31,19.99,subscription
1616,104,2024-04-30,19.99,subscription
1617,104,2024-05-30,15.99,subscription
1618,104,2024-06-29,19.99,subscription
1619,104,2024-07-29,19.99,subscription
1620,104,2024-08-28,19.99,subscription
1621,104,2024-09-27,19.99,subscription
1622,104,2024-10-27,19.99,subscription
1623,104,2024-11-26,19.99,subscription
1624,104,2024-12-26,19.99,subscription
1625,104,2025-01-09,22.26,add_on
1626,104,2025-01-25,15.99,subscription
1627,104,2025-02-24,19.99,subscription
1628,104,2025-03-26,19.99,subscription
1629,104,2025-04-25,19.99,subscription
1630,104,2025-05-25,19.99,subscription
1631,104,2025-06-24,19.99,subscription
1632,104,2025-07-24,19.99,subscription
1633,104,2025-08-10,6.27,add_on
1634,104,2025-08-23,19.99,subscription
1635,104,2025-09-22,15.99,subscription
1636,104,2025-10-09,22.2,add_on
1637,104,2025-10-22,15.99,subscription
1638,104,2025-11-21,19.99,subscription
1639,104,2025-12-21,19.99,subscription
1640,104,2026-01-20,19.99,subscription
1641,104,2026-02-19,19.99,subscription
1642,104,2026-03-21,19.99,subscription
1643,105,2024-10-31,19.99,subscription
1644,105,2024-11-30,19.99,subscription
1645,105,2024-12-30,19.99,subscription
1646,105,2025-01-29,19.99,subscription
1647,105,2025-02-28,15.99,subscription
1648,105,2025-03-30,19.99,subscription
1649,105,2025-04-29,19.99,subscription
1650,105,2025-05-29,19.99,subscription
1651,105,2025-06-28,19.99,subscription
1652,105,2025-07-28,19.99,subscription
1653,105,2025-08-27,19.99,subscription
1654,105,2025-09-26,19.99,subscription
1655,105,2025-10-26,19.99,subscription
1656,105,2025-11-25,15.99,subscription
1657,105,2025-12-25,19.99,subscription
1658,105,2026-01-24,19.99,subscription
1659,105,2026-02-23,19.99,subscription
1660,105,2026-03-25,19.99,subscription
1661,106,2024-05-30,19.99,subscription
1662,106,2024-06-29,19.99,subscription
1663,106,2024-07-29,19.99,subscription
1664,106,2024-08-28,15.99,subscription
1665,106,2024-09-27,19.99,subscription
1666,106,2024-10-27,19.99,subscription
1667,106,2024-11-26,19.99,subscription
1668,106,2024-12-26,19.99,subscription
1669,106,2025-01-25,19.99,subscription
1670,106,2025-02-24,19.99,subscription
1671,106,2025-03-26,19.99,subscription
1672,106,2025-04-25,19.99,subscription
1673,106,2025-05-25,19.99,subscription
1674,106,2025-06-24,19.99,subscription
1675,106,2025-07-04,11.53,add_on
1676,106,2025-07-24,19.99,subscription
1677,106,2025-08-23,19.99,subscription
1678,106,2025-09-22,19.99,subscription
1679,106,2025-10-22,19.99,subscription
1680,106,2025-11-21,19.99,subscription
1681,106,2025-12-21,19.99,subscription
1682,106,2026-01-20,15.99,subscription
1683,106,2026-02-19,19.99,subscription
1684,106,2026-03-21,19.99,subscription
1685,107,2024-08-20,34.99,subscription
1686,107,2024-09-19,34.99,subscription
1687,107,2024-10-19,34.99,subscription
1688,107,2024-10-31,11.18,add_on
1689,107,2024-11-18,34.99,subscription
1690,107,2024-12-18,34.99,subscription
1691,107,2025-01-17,34.99,subscription
1692,107,2025-02-16,34.99,subscription
1693,107,2025-03-18,34.99,subscription
1694,107,2025-04-17,34.99,subscription
1695,107,2025-05-17,34.99,subscription
1696,107,2025-06-16,34.99,subscription
1697,107,2025-07-16,27.99,subscription
1698,107,2025-08-15,34.99,subscription
1699,107,2025-09-14,34.99,subscription
1700,107,2025-10-14,34.99,subscription
1701,107,2025-11-13,34.99,subscription
1702,107,2025-12-13,27.99,subscription
1703,107,2026-01-12,27.99,subscription
1704,107,2026-02-11,34.99,subscription
1705,107,2026-03-13,34.99,subscription
1706,108,2025-07-31,19.99,subscription
1707,108,2025-08-30,19.99,subscription
1708,108,2025-09-29,19.99,subscription
1709,108,2025-10-29,19.99,subscription
1710,108,2025-11-28,19.99,subscription
1711,108,2025-12-28,19.99,subscription
1712,108,2026-01-27,19.99,subscription
1713,108,2026-02-26,19.99,subscription
1714,108,2026-03-28,19.99,subscription
1715,109,2024-05-01,34.99,subscription
1716,109,2024-05-31,34.99,subscription
1717,109,2024-06-30,34.99,subscription
1718,109,2024-07-30,34.99,subscription
1719,109,2024-08-29,34.99,subscription
1720,109,2024-09-28,34.99,subscription
1721,109,2024-10-28,27.99,subscription
1722,109,2024-11-27,34.99,subscription
1723,109,2024-12-27,34.99,subscription
1724,109,2025-01-26,34.99,subscription
1725,109,2025-02-25,34.99,subscription
1726,109,2025-03-27,34.99,subscription
1727,109,2025-04-26,34.99,subscription
1728,109,2025-05-26,34.99,subscription
1729,109,2025-06-25,27.99,subscription
1730,109,2025-07-25,34.99,subscription
1731,109,2025-08-24,34.99,subscription
1732,109,2025-09-23,34.99,subscription
1733,109,2025-10-23,34.99,subscription
1734,109,2025-11-22,34.99,subscription
1735,109,2025-12-22,34.99,subscription
1736,109,2026-01-21,34.99,subscription
1737,109,2026-02-20,34.99,subscription
1738,109,2026-03-22,34.99,subscription
1739,110,2025-08-11,9.99,subscription
1740,110,2025-09-10,9.99,subscription
1741,110,2025-10-10,9.99,subscription
1742,110,2025-11-09,9.99,subscription
1743,110,2025-12-09,9.99,subscription
1744,110,2026-01-08,9.99,subscription
1745,110,2026-02-07,9.99,subscription
1746,110,2026-03-09,9.99,subscription
1747,111,2025-07-10,9.99,subscription
1748,111,2025-08-09,9.99,subscription
1749,111,2025-09-08,9.99,subscription
1750,111,2025-10-08,9.99,subscription
1751,111,2025-11-07,9.99,subscription
1752,111,2025-12-07,9.99,subscription
1753,111,2026-01-06,9.99,subscription
1754,111,2026-02-05,9.99,subscription
1755,112,2025-08-28,19.99,subscription
1756,112,2025-09-27,15.99,subscription
1757,112,2025-10-27,19.99,subscription
1758,112,2025-11-26,19.99,subscription
1759,112,2025-12-26,19.99,subscription
1760,112,2026-01-25,19.99,subscription
1761,112,2026-02-24,15.99,subscription
1762,112,2026-03-26,15.99,subscription
1763,113,2024-12-01,9.99,subscription
1764,113,2024-12-31,9.99,subscription
1765,113,2025-01-30,9.99,subscription
1766,113,2025-03-01,9.99,subscription
1767,113,2025-03-31,9.99,subscription
1768,113,2025-04-30,9.99,subscription
1769,113,2025-05-30,9.99,subscription
1770,113,2025-06-29,9.99,subscription
1771,113,2025-07-29,9.99,subscription
1772,113,2025-08-28,9.99,subscription
1773,113,2025-09-27,9.99,subscription
1774,113,2025-10-27,9.99,subscription
1775,113,2025-11-26,9.99,subscription
1776,113,2025-12-26,9.99,subscription
1777,113,2026-01-01,12.71,add_on
1778,113,2026-01-25,9.99,subscription
1779,113,2026-02-24,9.99,subscription
1780,113,2026-03-26,9.99,subscription
1781,114,2024-05-18,19.99,subscription
1782,114,2024-06-17,19.99,subscription
1783,115,2025-09-27,34.99,subscription
1784,115,2025-10-27,34.99,subscription
1785,115,2025-11-26,34.99,subscription
1786,115,2025-12-26,34.99,subscription
1787,115,2026-01-25,34.99,subscription
1788,115,2026-02-14,6.54,add_on
1789,116,2024-07-06,9.99,subscription
1790,116,2024-08-05,9.99,subscription
1791,116,2024-09-04,9.99,subscription
1792,116,2024-10-04,9.99,subscription
1793,116,2024-11-03,9.99,subscription
1794,116,2024-12-03,7.99,subscription
1795,116,2025-01-02,9.99,subscription
1796,116,2025-02-01,9.99,subscription
1797,116,2025-03-03,9.99,subscription
1798,116,2025-04-02,9.99,subscription
1799,116,2025-05-02,9.99,subscription
1800,116,2025-06-01,9.99,subscription
1801,116,2025-07-01,9.99,subscription
1802,116,2025-07-31,9.99,subscription
1803,116,2025-08-30,9.99,subscription
1804,116,2025-09-29,9.99,subscription
1805,116,2025-10-29,9.99,subscription
1806,116,2025-11-17,15.77,add_on
1807,116,2025-11-28,9.99,subscription
1808,116,2025-12-28,9.99,subscription
1809,116,2026-01-27,9.99,subscription
1810,116,2026-02-26,9.99,subscription
1811,116,2026-03-28,9.99,subscription
1812,117,2024-02-01,19.99,subscription
1813,117,2024-03-02,19.99,subscription
1814,117,2024-04-01,15.99,subscription
1815,117,2024-05-01,19.99,subscription
1816,117,2024-05-31,19.99,subscription
1817,117,2024-06-30,19.99,subscription
1818,117,2024-07-30,19.99,subscription
1819,117,2024-08-29,19.99,subscription
1820,117,2024-09-28,19.99,subscription
1821,117,2024-10-28,19.99,subscription
1822,117,2024-11-27,19.99,subscription
1823,117,2024-12-27,19.99,subscription
1824,117,2024-12-29,7.97,add_on
1825,117,2025-01-26,19.99,subscription
1826,117,2025-02-25,19.99,subscription
1827,117,2025-03-27,19.99,subscription
1828,117,2025-03-30,21.03,add_on
1829,117,2025-04-26,19.99,subscription
1830,117,2025-05-26,19.99,subscription
1831,117,2025-06-25,19.99,subscription
1832,117,2025-07-25,19.99,subscription
1833,117,2025-08-24,19.99,subscription
1834,117,2025-09-23,19.99,subscription
1835,117,2025-10-23,19.99,subscription
1836,117,2025-11-22,15.99,subscription
1837,117,2025-12-22,19.99,subscription
1838,117,2026-01-21,19.99,subscription
1839,117,2026-02-20,19.99,subscription
1840,117,2026-03-22,19.99,subscription
1841,118,2025-03-14,34.99,subscription
1842,118,2025-04-13,34.99,subscription
1843,118,2025-05-13,34.99,subscription
1844,118,2025-06-12,34.99,subscription
1845,118,2025-07-12,34.99,subscription
1846,118,2025-08-11,34.99,subscription
1847,118,2025-09-10,34.99,subscription
1848,118,2025-10-10,34.99,subscription
1849,118,2025-11-09,34.99,subscription
1850,118,2025-12-09,34.99,subscription
1851,118,2026-01-08,34.99,subscription
1852,118,2026-02-07,27.99,subscription
1853,118,2026-03-09,27.99,subscription
1854,119,2024-09-24,19.99,subscription
1855,119,2024-10-24,15.99,subscription
1856,119,2024-11-23,19.99,subscription
1857,119,2024-12-23,19.99,subscription
1858,119,2024-12-29,21.75,add_on
1859,119,2025-01-22,19.99,subscription
1860,119,2025-02-21,19.99,subscription
1861,119,2025-03-23,19.99,subscription
1862,119,2025-04-22,19.99,subscription
1863,119,2025-04-25,24.98,add_on
1864,119,2025-05-22,19.99,subscription
1865,119,2025-06-21,19.99,subscription
1866,119,2025-07-21,19.99,subscription
1867,119,2025-08-20,19.99,subscription
1868,119,2025-09-19,19.99,subscription
1869,119,2025-10-19,19.99,subscription
1870,119,2025-11-18,19.99,subscription
1871,119,2025-12-18,19.99,subscription
1872,119,2026-01-17,19.99,subscription
1873,119,2026-02-16,19.99,subscription
1874,119,2026-03-01,21.65,add_on
1875,119,2026-03-18,19.99,subscription
1876,120,2024-05-08,9.99,subscription
1877,120,2024-06-07,9.99,subscription
1878,120,2024-07-07,9.99,subscription
1879,121,2025-01-13,9.99,subscription
1880,121,2025-02-12,9.99,subscription
1881,121,2025-03-14,9.99,subscription
1882,121,2025-04-13,9.99,subscription
1883,121,2025-05-13,9.99,subscription
1884,121,2025-06-12,9.99,subscription
1885,121,2025-07-12,9.99,subscription
1886,121,2025-08-11,9.99,subscription
1887,121,2025-09-10,7.99,subscription
1888,121,2025-10-10,9.99,subscription
1889,121,2025-11-09,9.99,subscription
1890,121,2025-12-09,7.99,subscription
1891,121,2026-01-08,9.99,subscription
1892,121,2026-02-07,9.99,subscription
1893,121,2026-03-09,7.99,subscription
1894,122,2024-01-05,27.99,subscription
1895,122,2024-02-04,34.99,subscription
1896,122,2024-03-05,34.99,subscription
1897,122,2024-04-04,34.99,subscription
1898,122,2024-05-04,34.99,subscription
1899,122,2024-06-03,34.99,subscription
1900,122,2024-07-03,34.99,subscription
1901,122,2024-08-02,34.99,subscription
1902,122,2024-09-01,34.99,subscription
1903,122,2024-10-01,34.99,subscription
1904,122,2024-10-31,34.99,subscription
1905,122,2024-11-30,34.99,subscription
1906,122,2024-12-30,34.99,subscription
1907,122,2025-01-29,34.99,subscription
1908,122,2025-02-28,34.99,subscription
1909,122,2025-03-14,10.21,add_on
1910,122,2025-03-30,34.99,subscription
1911,122,2025-04-29,34.99,subscription
1912,122,2025-05-29,34.99,subscription
1913,122,2025-06-28,34.99,subscription
1914,122,2025-07-28,34.99,subscription
1915,122,2025-08-27,34.99,subscription
1916,122,2025-09-26,34.99,subscription
1917,122,2025-10-26,34.99,subscription
1918,122,2025-11-25,34.99,subscription
1919,122,2025-12-25,34.99,subscription
1920,122,2026-01-24,34.99,subscription
1921,122,2026-02-23,34.99,subscription
